ml_type,judge,class,description,date_time,serial,stage,parameter,csv_file,image_file
train,OK,stage_2_param_1_OK,時系列データは正常です。,2024/12/01 10:29:00,13,2,1,serial_13_stage_2_param_1_OK.csv,serial_13_stage_2_param_1_OK.jpg
train,NG,stage_2_param_1_NG,時系列データは異常です。途中から値が0になっています。,2024/12/01 10:30:00,13,2,1,serial_13_stage_2_param_1_NG.csv,serial_13_stage_2_param_1_NG.jpg
train,OK,stage_2_param_2_OK,時系列データは正常です。,2024/12/01 10:31:00,13,2,2,serial_13_stage_2_param_2_OK.csv,serial_13_stage_2_param_2_OK.jpg
train,NG,stage_2_param_2_NG,時系列データは異常です。途中で値が突然大きく上昇しています。,2024/12/01 10:32:00,13,2,2,serial_13_stage_2_param_2_NG.csv,serial_13_stage_2_param_2_NG.jpg
train,OK,stage_3_param_1_OK,時系列データは正常です。,2024/12/01 10:33:00,13,3,1,serial_13_stage_3_param_1_OK.csv,serial_13_stage_3_param_1_OK.jpg
train,NG,stage_3_param_1_NG,時系列データは異常です。途中で値が大きく変動しています。,2024/12/01 10:34:00,13,3,1,serial_13_stage_3_param_1_NG.csv,serial_13_stage_3_param_1_NG.jpg
train,OK,stage_3_param_2_OK,時系列データは正常です。,2024/12/01 10:35:00,13,3,2,serial_13_stage_3_param_2_OK.csv,serial_13_stage_3_param_2_OK.jpg
train,NG,stage_3_param_2_NG,時系列データは異常です。途中で値が大きく低下しています。,2024/12/01 10:36:00,13,3,2,serial_13_stage_3_param_2_NG.csv,serial_13_stage_3_param_2_NG.jpg
train,OK,stage_1_param_1_OK,時系列データは正常です。,2024/12/01 10:37:00,14,1,1,serial_14_stage_1_param_1_OK.csv,serial_14_stage_1_param_1_OK.jpg
train,NG,stage_1_param_1_NG,時系列データは異常です。途中で値が大きく低下しています。,2024/12/01 10:38:00,14,1,1,serial_14_stage_1_param_1_NG.csv,serial_14_stage_1_param_1_NG.jpg
train,OK,stage_1_param_2_OK,時系列データは正常です。,2024/12/01 10:39:00,14,1,2,serial_14_stage_1_param_2_OK.csv,serial_14_stage_1_param_2_OK.jpg
train,NG,stage_1_param_2_NG,時系列データは異常です。途中で値が大きく上昇しています。,2024/12/01 10:40:00,14,1,2,serial_14_stage_1_param_2_NG.csv,serial_14_stage_1_param_2_NG.jpg
train,OK,stage_2_param_1_OK,時系列データは正常です。,2024/12/01 10:41:00,14,2,1,serial_14_stage_2_param_1_OK.csv,serial_14_stage_2_param_1_OK.jpg
train,NG,stage_2_param_1_NG,時系列データは異常です。途中から値が0になっています。,2024/12/01 10:42:00,14,2,1,serial_14_stage_2_param_1_NG.csv,serial_14_stage_2_param_1_NG.jpg
train,OK,stage_2_param_2_OK,時系列データは正常です。,2024/12/01 10:43:00,14,2,2,serial_14_stage_2_param_2_OK.csv,serial_14_stage_2_param_2_OK.jpg
train,NG,stage_2_param_2_NG,時系列データは異常です。途中で値が突然大きく上昇しています。,2024/12/01 10:44:00,14,2,2,serial_14_stage_2_param_2_NG.csv,serial_14_stage_2_param_2_NG.jpg
train,OK,stage_3_param_1_OK,時系列データは正常です。,2024/12/01 10:45:00,14,3,1,serial_14_stage_3_param_1_OK.csv,serial_14_stage_3_param_1_OK.jpg
train,NG,stage_3_param_1_NG,時系列データは異常です。途中で値が大きく変動しています。,2024/12/01 10:46:00,14,3,1,serial_14_stage_3_param_1_NG.csv,serial_14_stage_3_param_1_NG.jpg
train,OK,stage_3_param_2_OK,時系列データは正常です。,2024/12/01 10:47:00,14,3,2,serial_14_stage_3_param_2_OK.csv,serial_14_stage_3_param_2_OK.jpg
train,NG,stage_3_param_2_NG,時系列データは異常です。途中で値が大きく低下しています。,2024/12/01 10:48:00,14,3,2,serial_14_stage_3_param_2_NG.csv,serial_14_stage_3_param_2_NG.jpg
train,OK,stage_1_param_1_OK,時系列データは正常です。,2024/12/01 10:49:00,15,1,1,serial_15_stage_1_param_1_OK.csv,serial_15_stage_1_param_1_OK.jpg
train,NG,stage_1_param_1_NG,時系列データは異常です。途中で値が大きく低下しています。,2024/12/01 10:50:00,15,1,1,serial_15_stage_1_param_1_NG.csv,serial_15_stage_1_param_1_NG.jpg
train,OK,stage_1_param_2_OK,時系列データは正常です。,2024/12/01 10:51:00,15,1,2,serial_15_stage_1_param_2_OK.csv,serial_15_stage_1_param_2_OK.jpg
train,NG,stage_1_param_2_NG,時系列データは異常です。途中で値が大きく上昇しています。,2024/12/01 10:52:00,15,1,2,serial_15_stage_1_param_2_NG.csv,serial_15_stage_1_param_2_NG.jpg
train,OK,stage_2_param_1_OK,時系列データは正常です。,2024/12/01 10:53:00,15,2,1,serial_15_stage_2_param_1_OK.csv,serial_15_stage_2_param_1_OK.jpg
train,NG,stage_2_param_1_NG,時系列データは異常です。途中から値が0になっています。,2024/12/01 10:54:00,15,2,1,serial_15_stage_2_param_1_NG.csv,serial_15_stage_2_param_1_NG.jpg
train,OK,stage_2_param_2_OK,時系列データは正常です。,2024/12/01 10:55:00,15,2,2,serial_15_stage_2_param_2_OK.csv,serial_15_stage_2_param_2_OK.jpg
train,NG,stage_2_param_2_NG,時系列データは異常です。途中で値が突然大きく上昇しています。,2024/12/01 10:56:00,15,2,2,serial_15_stage_2_param_2_NG.csv,serial_15_stage_2_param_2_NG.jpg
train,OK,stage_3_param_1_OK,時系列データは正常です。,2024/12/01 10:57:00,15,3,1,serial_15_stage_3_param_1_OK.csv,serial_15_stage_3_param_1_OK.jpg
train,NG,stage_3_param_1_NG,時系列データは異常です。途中で値が大きく変動しています。,2024/12/01 10:58:00,15,3,1,serial_15_stage_3_param_1_NG.csv,serial_15_stage_3_param_1_NG.jpg
train,OK,stage_3_param_2_OK,時系列データは正常です。,2024/12/01 10:59:00,15,3,2,serial_15_stage_3_param_2_OK.csv,serial_15_stage_3_param_2_OK.jpg
train,NG,stage_3_param_2_NG,時系列データは異常です。途中で値が大きく低下しています。,2024/12/01 11:00:00,15,3,2,serial_15_stage_3_param_2_NG.csv,serial_15_stage_3_param_2_NG.jpg
train,OK,stage_1_param_1_OK,時系列データは正常です。,2024/12/01 11:01:00,16,1,1,serial_16_stage_1_param_1_OK.csv,serial_16_stage_1_param_1_OK.jpg
train,NG,stage_1_param_1_NG,時系列データは異常です。途中で値が大きく低下しています。,2024/12/01 11:02:00,16,1,1,serial_16_stage_1_param_1_NG.csv,serial_16_stage_1_param_1_NG.jpg
train,OK,stage_1_param_2_OK,時系列データは正常です。,2024/12/01 11:03:00,16,1,2,serial_16_stage_1_param_2_OK.csv,serial_16_stage_1_param_2_OK.jpg
train,NG,stage_1_param_2_NG,時系列データは異常です。途中で値が大きく上昇しています。,2024/12/01 11:04:00,16,1,2,serial_16_stage_1_param_2_NG.csv,serial_16_stage_1_param_2_NG.jpg
train,OK,stage_2_param_1_OK,時系列データは正常です。,2024/12/01 11:05:00,16,2,1,serial_16_stage_2_param_1_OK.csv,serial_16_stage_2_param_1_OK.jpg
train,NG,stage_2_param_1_NG,時系列データは異常です。途中から値が0になっています。,2024/12/01 11:06:00,16,2,1,serial_16_stage_2_param_1_NG.csv,serial_16_stage_2_param_1_NG.jpg
train,OK,stage_2_param_2_OK,時系列データは正常です。,2024/12/01 11:07:00,16,2,2,serial_16_stage_2_param_2_OK.csv,serial_16_stage_2_param_2_OK.jpg
train,NG,stage_2_param_2_NG,時系列データは異常です。途中で値が突然大きく上昇しています。,2024/12/01 11:08:00,16,2,2,serial_16_stage_2_param_2_NG.csv,serial_16_stage_2_param_2_NG.jpg
train,OK,stage_3_param_1_OK,時系列データは正常です。,2024/12/01 11:09:00,16,3,1,serial_16_stage_3_param_1_OK.csv,serial_16_stage_3_param_1_OK.jpg
train,NG,stage_3_param_1_NG,時系列データは異常です。途中で値が大きく変動しています。,2024/12/01 11:10:00,16,3,1,serial_16_stage_3_param_1_NG.csv,serial_16_stage_3_param_1_NG.jpg
train,OK,stage_3_param_2_OK,時系列データは正常です。,2024/12/01 11:11:00,16,3,2,serial_16_stage_3_param_2_OK.csv,serial_16_stage_3_param_2_OK.jpg
train,NG,stage_3_param_2_NG,時系列データは異常です。途中で値が大きく低下しています。,2024/12/01 11:12:00,16,3,2,serial_16_stage_3_param_2_NG.csv,serial_16_stage_3_param_2_NG.jpg
train,OK,stage_1_param_1_OK,時系列データは正常です。,2024/12/01 11:13:00,17,1,1,serial_17_stage_1_param_1_OK.csv,serial_17_stage_1_param_1_OK.jpg
train,NG,stage_1_param_1_NG,時系列データは異常です。途中で値が大きく低下しています。,2024/12/01 11:14:00,17,1,1,serial_17_stage_1_param_1_NG.csv,serial_17_stage_1_param_1_NG.jpg
train,OK,stage_1_param_2_OK,時系列データは正常です。,2024/12/01 11:15:00,17,1,2,serial_17_stage_1_param_2_OK.csv,serial_17_stage_1_param_2_OK.jpg
train,NG,stage_1_param_2_NG,時系列データは異常です。途中で値が大きく上昇しています。,2024/12/01 11:16:00,17,1,2,serial_17_stage_1_param_2_NG.csv,serial_17_stage_1_param_2_NG.jpg
train,OK,stage_2_param_1_OK,時系列データは正常です。,2024/12/01 11:17:00,17,2,1,serial_17_stage_2_param_1_OK.csv,serial_17_stage_2_param_1_OK.jpg
train,NG,stage_2_param_1_NG,時系列データは異常です。途中から値が0になっています。,2024/12/01 11:18:00,17,2,1,serial_17_stage_2_param_1_NG.csv,serial_17_stage_2_param_1_NG.jpg
train,OK,stage_2_param_2_OK,時系列データは正常です。,2024/12/01 11:19:00,17,2,2,serial_17_stage_2_param_2_OK.csv,serial_17_stage_2_param_2_OK.jpg
train,NG,stage_2_param_2_NG,時系列データは異常です。途中で値が突然大きく上昇しています。,2024/12/01 11:20:00,17,2,2,serial_17_stage_2_param_2_NG.csv,serial_17_stage_2_param_2_NG.jpg
train,OK,stage_3_param_1_OK,時系列データは正常です。,2024/12/01 11:21:00,17,3,1,serial_17_stage_3_param_1_OK.csv,serial_17_stage_3_param_1_OK.jpg
train,NG,stage_3_param_1_NG,時系列データは異常です。途中で値が大きく変動しています。,2024/12/01 11:22:00,17,3,1,serial_17_stage_3_param_1_NG.csv,serial_17_stage_3_param_1_NG.jpg
train,OK,stage_3_param_2_OK,時系列データは正常です。,2024/12/01 11:23:00,17,3,2,serial_17_stage_3_param_2_OK.csv,serial_17_stage_3_param_2_OK.jpg
train,NG,stage_3_param_2_NG,時系列データは異常です。途中で値が大きく低下しています。,2024/12/01 11:24:00,17,3,2,serial_17_stage_3_param_2_NG.csv,serial_17_stage_3_param_2_NG.jpg
train,OK,stage_1_param_1_OK,時系列データは正常です。,2024/12/01 11:25:00,18,1,1,serial_18_stage_1_param_1_OK.csv,serial_18_stage_1_param_1_OK.jpg
train,NG,stage_1_param_1_NG,時系列データは異常です。途中で値が大きく低下しています。,2024/12/01 11:26:00,18,1,1,serial_18_stage_1_param_1_NG.csv,serial_18_stage_1_param_1_NG.jpg
train,OK,stage_1_param_2_OK,時系列データは正常です。,2024/12/01 11:27:00,18,1,2,serial_18_stage_1_param_2_OK.csv,serial_18_stage_1_param_2_OK.jpg
train,NG,stage_1_param_2_NG,時系列データは異常です。途中で値が大きく上昇しています。,2024/12/01 11:28:00,18,1,2,serial_18_stage_1_param_2_NG.csv,serial_18_stage_1_param_2_NG.jpg
train,OK,stage_2_param_1_OK,時系列データは正常です。,2024/12/01 11:29:00,18,2,1,serial_18_stage_2_param_1_OK.csv,serial_18_stage_2_param_1_OK.jpg
train,NG,stage_2_param_1_NG,時系列データは異常です。途中から値が0になっています。,2024/12/01 11:30:00,18,2,1,serial_18_stage_2_param_1_NG.csv,serial_18_stage_2_param_1_NG.jpg
train,OK,stage_2_param_2_OK,時系列データは正常です。,2024/12/01 11:31:00,18,2,2,serial_18_stage_2_param_2_OK.csv,serial_18_stage_2_param_2_OK.jpg
train,NG,stage_2_param_2_NG,時系列データは異常です。途中で値が突然大きく上昇しています。,2024/12/01 11:32:00,18,2,2,serial_18_stage_2_param_2_NG.csv,serial_18_stage_2_param_2_NG.jpg
train,OK,stage_3_param_1_OK,時系列データは正常です。,2024/12/01 11:33:00,18,3,1,serial_18_stage_3_param_1_OK.csv,serial_18_stage_3_param_1_OK.jpg
train,NG,stage_3_param_1_NG,時系列データは異常です。途中で値が大きく変動しています。,2024/12/01 11:34:00,18,3,1,serial_18_stage_3_param_1_NG.csv,serial_18_stage_3_param_1_NG.jpg
train,OK,stage_3_param_2_OK,時系列データは正常です。,2024/12/01 11:35:00,18,3,2,serial_18_stage_3_param_2_OK.csv,serial_18_stage_3_param_2_OK.jpg
train,NG,stage_3_param_2_NG,時系列データは異常です。途中で値が大きく低下しています。,2024/12/01 11:36:00,18,3,2,serial_18_stage_3_param_2_NG.csv,serial_18_stage_3_param_2_NG.jpg
train,OK,stage_1_param_1_OK,時系列データは正常です。,2024/12/01 11:37:00,19,1,1,serial_19_stage_1_param_1_OK.csv,serial_19_stage_1_param_1_OK.jpg
train,NG,stage_1_param_1_NG,時系列データは異常です。途中で値が大きく低下しています。,2024/12/01 11:38:00,19,1,1,serial_19_stage_1_param_1_NG.csv,serial_19_stage_1_param_1_NG.jpg
train,OK,stage_1_param_2_OK,時系列データは正常です。,2024/12/01 11:39:00,19,1,2,serial_19_stage_1_param_2_OK.csv,serial_19_stage_1_param_2_OK.jpg
train,NG,stage_1_param_2_NG,時系列データは異常です。途中で値が大きく上昇しています。,2024/12/01 11:40:00,19,1,2,serial_19_stage_1_param_2_NG.csv,serial_19_stage_1_param_2_NG.jpg
train,OK,stage_2_param_1_OK,時系列データは正常です。,2024/12/01 11:41:00,19,2,1,serial_19_stage_2_param_1_OK.csv,serial_19_stage_2_param_1_OK.jpg
train,NG,stage_2_param_1_NG,時系列データは異常です。途中から値が0になっています。,2024/12/01 11:42:00,19,2,1,serial_19_stage_2_param_1_NG.csv,serial_19_stage_2_param_1_NG.jpg
train,OK,stage_2_param_2_OK,時系列データは正常です。,2024/12/01 11:43:00,19,2,2,serial_19_stage_2_param_2_OK.csv,serial_19_stage_2_param_2_OK.jpg
train,NG,stage_2_param_2_NG,時系列データは異常です。途中で値が突然大きく上昇しています。,2024/12/01 11:44:00,19,2,2,serial_19_stage_2_param_2_NG.csv,serial_19_stage_2_param_2_NG.jpg
train,OK,stage_3_param_1_OK,時系列データは正常です。,2024/12/01 11:45:00,19,3,1,serial_19_stage_3_param_1_OK.csv,serial_19_stage_3_param_1_OK.jpg
train,NG,stage_3_param_1_NG,時系列データは異常です。途中で値が大きく変動しています。,2024/12/01 11:46:00,19,3,1,serial_19_stage_3_param_1_NG.csv,serial_19_stage_3_param_1_NG.jpg
train,OK,stage_3_param_2_OK,時系列データは正常です。,2024/12/01 11:47:00,19,3,2,serial_19_stage_3_param_2_OK.csv,serial_19_stage_3_param_2_OK.jpg
train,NG,stage_3_param_2_NG,時系列データは異常です。途中で値が大きく低下しています。,2024/12/01 11:48:00,19,3,2,serial_19_stage_3_param_2_NG.csv,serial_19_stage_3_param_2_NG.jpg
train,OK,stage_1_param_1_OK,時系列データは正常です。,2024/12/01 11:49:00,20,1,1,serial_20_stage_1_param_1_OK.csv,serial_20_stage_1_param_1_OK.jpg
train,NG,stage_1_param_1_NG,時系列データは異常です。途中で値が大きく低下しています。,2024/12/01 11:50:00,20,1,1,serial_20_stage_1_param_1_NG.csv,serial_20_stage_1_param_1_NG.jpg
train,OK,stage_1_param_2_OK,時系列データは正常です。,2024/12/01 11:51:00,20,1,2,serial_20_stage_1_param_2_OK.csv,serial_20_stage_1_param_2_OK.jpg
train,NG,stage_1_param_2_NG,時系列データは異常です。途中で値が大きく上昇しています。,2024/12/01 11:52:00,20,1,2,serial_20_stage_1_param_2_NG.csv,serial_20_stage_1_param_2_NG.jpg
train,OK,stage_2_param_1_OK,時系列データは正常です。,2024/12/01 11:53:00,20,2,1,serial_20_stage_2_param_1_OK.csv,serial_20_stage_2_param_1_OK.jpg
train,NG,stage_2_param_1_NG,時系列データは異常です。途中から値が0になっています。,2024/12/01 11:54:00,20,2,1,serial_20_stage_2_param_1_NG.csv,serial_20_stage_2_param_1_NG.jpg
train,OK,stage_2_param_2_OK,時系列データは正常です。,2024/12/01 11:55:00,20,2,2,serial_20_stage_2_param_2_OK.csv,serial_20_stage_2_param_2_OK.jpg
train,NG,stage_2_param_2_NG,時系列データは異常です。途中で値が突然大きく上昇しています。,2024/12/01 11:56:00,20,2,2,serial_20_stage_2_param_2_NG.csv,serial_20_stage_2_param_2_NG.jpg
train,OK,stage_3_param_1_OK,時系列データは正常です。,2024/12/01 11:57:00,20,3,1,serial_20_stage_3_param_1_OK.csv,serial_20_stage_3_param_1_OK.jpg
train,NG,stage_3_param_1_NG,時系列データは異常です。途中で値が大きく変動しています。,2024/12/01 11:58:00,20,3,1,serial_20_stage_3_param_1_NG.csv,serial_20_stage_3_param_1_NG.jpg
train,OK,stage_3_param_2_OK,時系列データは正常です。,2024/12/01 11:59:00,20,3,2,serial_20_stage_3_param_2_OK.csv,serial_20_stage_3_param_2_OK.jpg
train,NG,stage_3_param_2_NG,時系列データは異常です。途中で値が大きく低下しています。,2024/12/01 12:00:00,20,3,2,serial_20_stage_3_param_2_NG.csv,serial_20_stage_3_param_2_NG.jpg
train,OK,stage_1_param_1_OK,時系列データは正常です。,2024/12/01 12:01:00,21,1,1,serial_21_stage_1_param_1_OK.csv,serial_21_stage_1_param_1_OK.jpg
train,NG,stage_1_param_1_NG,時系列データは異常です。途中で値が大きく低下しています。,2024/12/01 12:02:00,21,1,1,serial_21_stage_1_param_1_NG.csv,serial_21_stage_1_param_1_NG.jpg
train,OK,stage_1_param_2_OK,時系列データは正常です。,2024/12/01 12:03:00,21,1,2,serial_21_stage_1_param_2_OK.csv,serial_21_stage_1_param_2_OK.jpg
train,NG,stage_1_param_2_NG,時系列データは異常です。途中で値が大きく上昇しています。,2024/12/01 12:04:00,21,1,2,serial_21_stage_1_param_2_NG.csv,serial_21_stage_1_param_2_NG.jpg
train,OK,stage_2_param_1_OK,時系列データは正常です。,2024/12/01 12:05:00,21,2,1,serial_21_stage_2_param_1_OK.csv,serial_21_stage_2_param_1_OK.jpg
train,NG,stage_2_param_1_NG,時系列データは異常です。途中から値が0になっています。,2024/12/01 12:06:00,21,2,1,serial_21_stage_2_param_1_NG.csv,serial_21_stage_2_param_1_NG.jpg
train,OK,stage_2_param_2_OK,時系列データは正常です。,2024/12/01 12:07:00,21,2,2,serial_21_stage_2_param_2_OK.csv,serial_21_stage_2_param_2_OK.jpg
train,NG,stage_2_param_2_NG,時系列データは異常です。途中で値が突然大きく上昇しています。,2024/12/01 12:08:00,21,2,2,serial_21_stage_2_param_2_NG.csv,serial_21_stage_2_param_2_NG.jpg
train,OK,stage_3_param_1_OK,時系列データは正常です。,2024/12/01 12:09:00,21,3,1,serial_21_stage_3_param_1_OK.csv,serial_21_stage_3_param_1_OK.jpg
train,NG,stage_3_param_1_NG,時系列データは異常です。途中で値が大きく変動しています。,2024/12/01 12:10:00,21,3,1,serial_21_stage_3_param_1_NG.csv,serial_21_stage_3_param_1_NG.jpg
train,OK,stage_3_param_2_OK,時系列データは正常です。,2024/12/01 12:11:00,21,3,2,serial_21_stage_3_param_2_OK.csv,serial_21_stage_3_param_2_OK.jpg
train,NG,stage_3_param_2_NG,時系列データは異常です。途中で値が大きく低下しています。,2024/12/01 12:12:00,21,3,2,serial_21_stage_3_param_2_NG.csv,serial_21_stage_3_param_2_NG.jpg
train,OK,stage_1_param_1_OK,時系列データは正常です。,2024/12/01 12:13:00,22,1,1,serial_22_stage_1_param_1_OK.csv,serial_22_stage_1_param_1_OK.jpg
train,NG,stage_1_param_1_NG,時系列データは異常です。途中で値が大きく低下しています。,2024/12/01 12:14:00,22,1,1,serial_22_stage_1_param_1_NG.csv,serial_22_stage_1_param_1_NG.jpg
train,OK,stage_1_param_2_OK,時系列データは正常です。,2024/12/01 12:15:00,22,1,2,serial_22_stage_1_param_2_OK.csv,serial_22_stage_1_param_2_OK.jpg
train,NG,stage_1_param_2_NG,時系列データは異常です。途中で値が大きく上昇しています。,2024/12/01 12:16:00,22,1,2,serial_22_stage_1_param_2_NG.csv,serial_22_stage_1_param_2_NG.jpg
train,OK,stage_2_param_1_OK,時系列データは正常です。,2024/12/01 12:17:00,22,2,1,serial_22_stage_2_param_1_OK.csv,serial_22_stage_2_param_1_OK.jpg
train,NG,stage_2_param_1_NG,時系列データは異常です。途中から値が0になっています。,2024/12/01 12:18:00,22,2,1,serial_22_stage_2_param_1_NG.csv,serial_22_stage_2_param_1_NG.jpg
train,OK,stage_2_param_2_OK,時系列データは正常です。,2024/12/01 12:19:00,22,2,2,serial_22_stage_2_param_2_OK.csv,serial_22_stage_2_param_2_OK.jpg
train,NG,stage_2_param_2_NG,時系列データは異常です。途中で値が突然大きく上昇しています。,2024/12/01 12:20:00,22,2,2,serial_22_stage_2_param_2_NG.csv,serial_22_stage_2_param_2_NG.jpg
train,OK,stage_3_param_1_OK,時系列データは正常です。,2024/12/01 12:21:00,22,3,1,serial_22_stage_3_param_1_OK.csv,serial_22_stage_3_param_1_OK.jpg
train,NG,stage_3_param_1_NG,時系列データは異常です。途中で値が大きく変動しています。,2024/12/01 12:22:00,22,3,1,serial_22_stage_3_param_1_NG.csv,serial_22_stage_3_param_1_NG.jpg
train,OK,stage_3_param_2_OK,時系列データは正常です。,2024/12/01 12:23:00,22,3,2,serial_22_stage_3_param_2_OK.csv,serial_22_stage_3_param_2_OK.jpg
train,NG,stage_3_param_2_NG,時系列データは異常です。途中で値が大きく低下しています。,2024/12/01 12:24:00,22,3,2,serial_22_stage_3_param_2_NG.csv,serial_22_stage_3_param_2_NG.jpg
train,OK,stage_1_param_1_OK,時系列データは正常です。,2024/12/01 12:25:00,23,1,1,serial_23_stage_1_param_1_OK.csv,serial_23_stage_1_param_1_OK.jpg
train,NG,stage_1_param_1_NG,時系列データは異常です。途中で値が大きく低下しています。,2024/12/01 12:26:00,23,1,1,serial_23_stage_1_param_1_NG.csv,serial_23_stage_1_param_1_NG.jpg
train,OK,stage_1_param_2_OK,時系列データは正常です。,2024/12/01 12:27:00,23,1,2,serial_23_stage_1_param_2_OK.csv,serial_23_stage_1_param_2_OK.jpg
train,NG,stage_1_param_2_NG,時系列データは異常です。途中で値が大きく上昇しています。,2024/12/01 12:28:00,23,1,2,serial_23_stage_1_param_2_NG.csv,serial_23_stage_1_param_2_NG.jpg
train,OK,stage_2_param_1_OK,時系列データは正常です。,2024/12/01 12:29:00,23,2,1,serial_23_stage_2_param_1_OK.csv,serial_23_stage_2_param_1_OK.jpg
train,NG,stage_2_param_1_NG,時系列データは異常です。途中から値が0になっています。,2024/12/01 12:30:00,23,2,1,serial_23_stage_2_param_1_NG.csv,serial_23_stage_2_param_1_NG.jpg
train,OK,stage_2_param_2_OK,時系列データは正常です。,2024/12/01 12:31:00,23,2,2,serial_23_stage_2_param_2_OK.csv,serial_23_stage_2_param_2_OK.jpg
train,NG,stage_2_param_2_NG,時系列データは異常です。途中で値が突然大きく上昇しています。,2024/12/01 12:32:00,23,2,2,serial_23_stage_2_param_2_NG.csv,serial_23_stage_2_param_2_NG.jpg
train,OK,stage_3_param_1_OK,時系列データは正常です。,2024/12/01 12:33:00,23,3,1,serial_23_stage_3_param_1_OK.csv,serial_23_stage_3_param_1_OK.jpg
train,NG,stage_3_param_1_NG,時系列データは異常です。途中で値が大きく変動しています。,2024/12/01 12:34:00,23,3,1,serial_23_stage_3_param_1_NG.csv,serial_23_stage_3_param_1_NG.jpg
train,OK,stage_3_param_2_OK,時系列データは正常です。,2024/12/01 12:35:00,23,3,2,serial_23_stage_3_param_2_OK.csv,serial_23_stage_3_param_2_OK.jpg
train,NG,stage_3_param_2_NG,時系列データは異常です。途中で値が大きく低下しています。,2024/12/01 12:36:00,23,3,2,serial_23_stage_3_param_2_NG.csv,serial_23_stage_3_param_2_NG.jpg
train,OK,stage_1_param_1_OK,時系列データは正常です。,2024/12/01 12:37:00,24,1,1,serial_24_stage_1_param_1_OK.csv,serial_24_stage_1_param_1_OK.jpg
train,NG,stage_1_param_1_NG,時系列データは異常です。途中で値が大きく低下しています。,2024/12/01 12:38:00,24,1,1,serial_24_stage_1_param_1_NG.csv,serial_24_stage_1_param_1_NG.jpg
train,OK,stage_1_param_2_OK,時系列データは正常です。,2024/12/01 12:39:00,24,1,2,serial_24_stage_1_param_2_OK.csv,serial_24_stage_1_param_2_OK.jpg
train,NG,stage_1_param_2_NG,時系列データは異常です。途中で値が大きく上昇しています。,2024/12/01 12:40:00,24,1,2,serial_24_stage_1_param_2_NG.csv,serial_24_stage_1_param_2_NG.jpg
train,OK,stage_2_param_1_OK,時系列データは正常です。,2024/12/01 12:41:00,24,2,1,serial_24_stage_2_param_1_OK.csv,serial_24_stage_2_param_1_OK.jpg
train,NG,stage_2_param_1_NG,時系列データは異常です。途中から値が0になっています。,2024/12/01 12:42:00,24,2,1,serial_24_stage_2_param_1_NG.csv,serial_24_stage_2_param_1_NG.jpg
train,OK,stage_2_param_2_OK,時系列データは正常です。,2024/12/01 12:43:00,24,2,2,serial_24_stage_2_param_2_OK.csv,serial_24_stage_2_param_2_OK.jpg
train,NG,stage_2_param_2_NG,時系列データは異常です。途中で値が突然大きく上昇しています。,2024/12/01 12:44:00,24,2,2,serial_24_stage_2_param_2_NG.csv,serial_24_stage_2_param_2_NG.jpg
train,OK,stage_3_param_1_OK,時系列データは正常です。,2024/12/01 12:45:00,24,3,1,serial_24_stage_3_param_1_OK.csv,serial_24_stage_3_param_1_OK.jpg
train,NG,stage_3_param_1_NG,時系列データは異常です。途中で値が大きく変動しています。,2024/12/01 12:46:00,24,3,1,serial_24_stage_3_param_1_NG.csv,serial_24_stage_3_param_1_NG.jpg
train,OK,stage_3_param_2_OK,時系列データは正常です。,2024/12/01 12:47:00,24,3,2,serial_24_stage_3_param_2_OK.csv,serial_24_stage_3_param_2_OK.jpg
train,NG,stage_3_param_2_NG,時系列データは異常です。途中で値が大きく低下しています。,2024/12/01 12:48:00,24,3,2,serial_24_stage_3_param_2_NG.csv,serial_24_stage_3_param_2_NG.jpg
train,OK,stage_1_param_1_OK,時系列データは正常です。,2024/12/01 12:49:00,25,1,1,serial_25_stage_1_param_1_OK.csv,serial_25_stage_1_param_1_OK.jpg
train,NG,stage_1_param_1_NG,時系列データは異常です。途中で値が大きく低下しています。,2024/12/01 12:50:00,25,1,1,serial_25_stage_1_param_1_NG.csv,serial_25_stage_1_param_1_NG.jpg
train,OK,stage_1_param_2_OK,時系列データは正常です。,2024/12/01 12:51:00,25,1,2,serial_25_stage_1_param_2_OK.csv,serial_25_stage_1_param_2_OK.jpg
train,NG,stage_1_param_2_NG,時系列データは異常です。途中で値が大きく上昇しています。,2024/12/01 12:52:00,25,1,2,serial_25_stage_1_param_2_NG.csv,serial_25_stage_1_param_2_NG.jpg
train,OK,stage_2_param_1_OK,時系列データは正常です。,2024/12/01 12:53:00,25,2,1,serial_25_stage_2_param_1_OK.csv,serial_25_stage_2_param_1_OK.jpg
train,NG,stage_2_param_1_NG,時系列データは異常です。途中から値が0になっています。,2024/12/01 12:54:00,25,2,1,serial_25_stage_2_param_1_NG.csv,serial_25_stage_2_param_1_NG.jpg
train,OK,stage_2_param_2_OK,時系列データは正常です。,2024/12/01 12:55:00,25,2,2,serial_25_stage_2_param_2_OK.csv,serial_25_stage_2_param_2_OK.jpg
train,NG,stage_2_param_2_NG,時系列データは異常です。途中で値が突然大きく上昇しています。,2024/12/01 12:56:00,25,2,2,serial_25_stage_2_param_2_NG.csv,serial_25_stage_2_param_2_NG.jpg
train,OK,stage_3_param_1_OK,時系列データは正常です。,2024/12/01 12:57:00,25,3,1,serial_25_stage_3_param_1_OK.csv,serial_25_stage_3_param_1_OK.jpg
